ORCA_ID,Onset_Time_JW,Offset_Time_JW,Participant_JW,Handle_JW,Onset_Time_YZ,Offset_Time_YZ,Participant_YZ,Handle_YZ
2145,00:11:12:20,00:11:16:04,Child B,CompleteDown_Green,00:11:12:40,00:11:16:04,Child B,CompleteDown_Green
2145,00:11:52:12,00:11:53:08,Child B,CompleteDown_Blue,00:11:52:16,00:11:52:42,Child B,CompleteDown_Blue
2145,00:11:54:08,00:11:55:26,Child B,CompleteDown_Green,00:11:54:14,00:11:55:24,Child B,CompleteDown_Blue
2145,00:11:57:12,00:11:57:22,Child B,CompleteDown_Blue,0,0,Child B,0
2145,00:11:58:10,00:12:00:14,Child B,CompleteDown_Blue,00:11:58:14,00:11:59:40,Child B,CompleteDown_Blue
2186,00:09:06:01,00:09:06:45,Child A,CompleteDown_Green,0,0,Child A,0
2186,00:09:08:38,00:09:11:21,Child A,CompleteDown_Green,00:09:10:31,00:09:11:13,Child A,CompleteDown_Green
2186,00:09:23:38,00:09:24:15,Child A,CompleteDown_Green,0,0,Child A,0
2186,00:09:43:46,00:09:44:21,Child A,CompleteDown_Blue,00:09:43:46,00:09:44:25,Child A,CompleteDown_Blue
2186,00:09:46:46,00:09:47:11,Child A,CompleteDown_Blue,00:09:47:01,00:09:47:13,Child A,CompleteDown_Blue
2186,00:09:52:26,00:09:52:43,Child A,CompleteDown_Blue,00:09:52:26,00:09:52:40,Child A,CompleteDown_Blue
2186,00:10:34:03,00:10:34:13,Child A,CompleteDown_Green,0,0,Child A,0
2186,00:10:37:20,00:10:37:43,Child A,CompleteDown_Green,00:10:37:20,00:10:37:33,Child A,CompleteDown_Green
2186,00:10:50:45,00:10:51:16,Child A,CompleteDown_Green,0,0,Child A,0
2186,00:10:54:00,00:10:55:45,Child A,CompleteDown_Green,00:10:54:25,00:10:55:13,Child A,CompleteDown_Green
2186,00:10:56:33,00:10:56:45,Child A,CompleteDown_Green,00:10:56:33,00:10:56:48,Child A,CompleteDown_Green
2186,00:11:04:13,00:11:04:28,Child A,CompleteDown_Blue,00:11:04:13,00:11:04:28,Child A,CompleteDown_Blue
2186,00:11:07:03,00:11:07:35,Child A,CompleteDown_Blue,00:11:07:16,00:11:07:31,Child A,CompleteDown_Blue
2186,00:11:21:45,00:11:22:20,Child A,CompleteDown_Blue,00:11:21:48,00:11:22:20,Child A,CompleteDown_Blue
2186,00:11:27:33,00:11:27:48,Child A,CompleteDown_Blue,00:11:27:35,00:11:27:48,Child A,CompleteDown_Blue
2186,00:08:59:15,00:09:01:45,Child B,CompleteDown_Blue,00:08:59:15,00:09:01:40,Child B,CompleteDown_Blue
2186,00:09:02:18,00:09:02:41,Child B,CompleteDown_Blue,00:09:02:30,00:09:02:38,Child B,CompleteDown_Blue
2186,00:09:03:28,00:09:03:43,Child B,CompleteDown_Blue,00:09:03:31,00:09:03:36,Child B,CompleteDown_Blue
2186,00:09:06:00,00:09:06:15,Child B,CompleteDown_Blue,00:09:06:00,00:09:06:08,Child B,CompleteDown_Blue
2186,00:09:19:31,00:09:21:00,Child B,CompleteDown_Blue,00:09:19:40,00:09:20:18,Child B,CompleteDown_Blue
2186,00:09:22:48,00:09:23:25,Child B,CompleteDown_Blue,00:09:22:48,00:09:23:28,Child B,CompleteDown_Blue
2186,00:09:51:48,00:09:52:13,Child B,CompleteDown_Green,00:09:51:48,00:09:52:13,Child B,CompleteDown_Green
2186,00:09:55:00,00:09:55:28,Child B,CompleteDown_Green,00:09:55:01,00:09:55:28,Child B,CompleteDown_Green
2186,00:10:36:01,00:10:36:18,Child B,CompleteDown_Blue,00:10:36:01,00:10:36:18,Child B,CompleteDown_Blue
2186,00:10:37:16,00:10:37:31,Child B,CompleteDown_Blue,00:10:37:16,00:10:37:33,Child B,CompleteDown_Blue
2186,00:10:38:25,00:10:39:11,Child B,CompleteDown_Blue,00:10:38:30,00:10:46:31,Child B,CompleteDown_Blue
2186,00:10:44:21,00:10:46:30,Child B,CompleteDown_Blue,0,0,Child B,0
2187,00:09:39:25,00:09:39:48,Child A,CompleteDown_Blue,0,0,Child A,0
2187,00:09:41:40,00:09:42:26,Child A,CompleteDown_Blue,0,0,Child A,0
2187,0,0,Child B,0,0,0,Child B,0
2190,00:09:18:31,00:09:19:31,Child A,CompleteDown_Green,00:09:18:33,00:09:19:31,Child A,CompleteDown_Green
2190,00:09:23:20,00:09:27:38,Child A,CompleteDown_Green,00:09:23:26,00:09:26:28,Child A,CompleteDown_Green
2190,0,0,Child A,0,00:09:26:45,00:09:27:35,Child A,CompleteDown_Green
2190,00:09:30:40,00:09:32:11,Child A,CompleteDown_Green,00:09:30:46,00:09:32:10,Child A,CompleteDown_Green
2190,00:09:33:10,00:09:34:45,Child A,CompleteDown_Green,00:09:33:16,00:09:34:40,Child A,CompleteDown_Green
2190,00:09:37:38,00:09:41:05,Child A,CompleteDown_Green,00:09:37:40,00:09:41:01,Child A,CompleteDown_Green
2190,00:09:43:13,00:09:44:25,Child A,CompleteDown_Green,00:09:43:13,00:09:44:25,Child A,CompleteDown_Green
2190,00:09:47:41,00:09:48:26,Child A,CompleteDown_Green,00:09:47:46,00:09:49:26,Child A,CompleteDown_Green
2190,00:09:50:46,00:09:51:45,Child A,CompleteDown_Green,00:09:51:01,00:09:51:36,Child A,CompleteDown_Green
2190,00:09:55:35,00:09:59:30,Child A,CompleteDown_Green,0,0,Child A,0
2190,0,0,Child A,0,00:10:12:13,00:10:12:38,Child A,CompleteDown_Green
2190,00:11:58:31,00:11:59:11,Child A,CompleteDown_Green,00:11:58:13,00:11:59:11,Child A,CompleteDown_Green
2190,0,0,Child A,0,00:12:06:31,00:12:08:28,Child A,CompleteDown_Green
2190,00:09:10:06,00:09:10:26,Child B,CompleteDown_Blue,00:09:10:06,00:09:10:26,Child B,CompleteDown_Blue
2190,00:09:14:18,00:09:19:15,Child B,CompleteDown_Blue,00:09:14:20,00:09:19:15,Child B,CompleteDown_Blue
2190,00:09:23:15,00:09:24:33,Child B,CompleteDown_Blue,00:09:23:15,00:09:24:33,Child B,CompleteDown_Blue
2190,00:09:27:46,00:09:31:10,Child B,CompleteDown_Blue,00:09:28:00,00:09:31:08,Child B,CompleteDown_Blue
